,sg_value,integer,quadrated
"(6, 6, 3, 3, 1, 1, 1)",4,21,FALSE
"(12, 3, 3, 1, 1, 1)",3,21,FALSE
"(7, 4, 4, 3, 1, 1, 1)",1,21,FALSE
"(6, 5, 4, 3, 1, 1, 1)",6,21,FALSE
"(11, 4, 3, 1, 1, 1)",2,21,FALSE
"(5, 5, 5, 3, 1, 1, 1)",1,21,FALSE
"(10, 5, 3, 1, 1, 1)",7,21,FALSE
"(9, 6, 3, 1, 1, 1)",2,21,FALSE
"(8, 7, 3, 1, 1, 1)",3,21,FALSE
"(15, 3, 1, 1, 1)",4,21,FALSE
"(6, 4, 4, 4, 1, 1, 1)",5,21,FALSE
"(5, 5, 4, 4, 1, 1, 1)",2,21,FALSE
"(10, 4, 4, 1, 1, 1)",3,21,FALSE
"(9, 5, 4, 1, 1, 1)",3,21,FALSE
"(8, 6, 4, 1, 1, 1)",4,21,FALSE
"(7, 7, 4, 1, 1, 1)",0,21,FALSE
"(14, 4, 1, 1, 1)",4,21,FALSE
"(8, 5, 5, 1, 1, 1)",3,21,FALSE
"(7, 6, 5, 1, 1, 1)",0,21,FALSE
"(13, 5, 1, 1, 1)",4,21,FALSE
"(6, 6, 6, 1, 1, 1)",3,21,FALSE
"(12, 6, 1, 1, 1)",4,21,FALSE
"(11, 7, 1, 1, 1)",4,21,FALSE
"(10, 8, 1, 1, 1)",0,21,FALSE
"(9, 9, 1, 1, 1)",1,21,FALSE
"(18, 1, 1, 1)",3,21,FALSE
"(3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,21,FALSE
"(5, 2, 2, 2, 2, 2, 2, 2, 1, 1)",0,21,FALSE
"(4, 3, 2, 2, 2, 2, 2, 2, 1, 1)",3,21,FALSE
"(7, 2, 2, 2, 2, 2, 2, 1, 1)",1,21,FALSE
"(3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",0,21,FALSE
"(6, 3, 2, 2, 2, 2, 2, 1, 1)",7,21,FALSE
"(5, 4, 2, 2, 2, 2, 2, 1, 1)",1,21,FALSE
"(9, 2, 2, 2, 2, 2, 1, 1)",0,21,FALSE
"(5, 3, 3, 2, 2, 2, 2, 1, 1)",3,21,FALSE
"(4, 4, 3, 2, 2, 2, 2, 1, 1)",0,21,FALSE
"(8, 3, 2, 2, 2, 2, 1, 1)",3,21,FALSE
"(7, 4, 2, 2, 2, 2, 1, 1)",6,21,FALSE
"(6, 5, 2, 2, 2, 2, 1, 1)",3,21,FALSE
"(11, 2, 2, 2, 2, 1, 1)",1,21,FALSE
"(4, 3, 3, 3, 2, 2, 2, 1, 1)",4,21,FALSE
"(7, 3, 3, 2, 2, 2, 1, 1)",6,21,FALSE
"(6, 4, 3, 2, 2, 2, 1, 1)",3,21,FALSE
"(5, 5, 3, 2, 2, 2, 1, 1)",0,21,FALSE
"(10, 3, 2, 2, 2, 1, 1)",7,21,FALSE
"(5, 4, 4, 2, 2, 2, 1, 1)",5,21,FALSE
"(9, 4, 2, 2, 2, 1, 1)",4,21,FALSE
"(8, 5, 2, 2, 2, 1, 1)",7,21,FALSE
"(7, 6, 2, 2, 2, 1, 1)",1,21,FALSE
"(13, 2, 2, 2, 1, 1)",0,21,FALSE
"(3, 3, 3, 3, 3, 2, 2, 1, 1)",3,21,FALSE
"(6, 3, 3, 3, 2, 2, 1, 1)",4,21,FALSE
"(5, 4, 3, 3, 2, 2, 1, 1)",1,21,FALSE
"(9, 3, 3, 2, 2, 1, 1)",1,21,FALSE
"(4, 4, 4, 3, 2, 2, 1, 1)",3,21,FALSE
"(8, 4, 3, 2, 2, 1, 1)",2,21,FALSE
"(7, 5, 3, 2, 2, 1, 1)",1,21,FALSE
"(6, 6, 3, 2, 2, 1, 1)",0,21,FALSE
"(12, 3, 2, 2, 1, 1)",3,21,FALSE
"(7, 4, 4, 2, 2, 1, 1)",6,21,FALSE
"(6, 5, 4, 2, 2, 1, 1)",0,21,FALSE
"(11, 4, 2, 2, 1, 1)",9,21,FALSE
"(5, 5, 5, 2, 2, 1, 1)",3,21,FALSE
"(10, 5, 2, 2, 1, 1)",0,21,FALSE
"(9, 6, 2, 2, 1, 1)",6,21,FALSE
"(8, 7, 2, 2, 1, 1)",3,21,FALSE
"(15, 2, 2, 1, 1)",1,21,FALSE
"(5, 3, 3, 3, 3, 2, 1, 1)",0,21,FALSE
"(4, 4, 3, 3, 3, 2, 1, 1)",3,21,FALSE
"(8, 3, 3, 3, 2, 1, 1)",0,21,FALSE
"(7, 4, 3, 3, 2, 1, 1)",4,21,FALSE
"(6, 5, 3, 3, 2, 1, 1)",5,21,FALSE
"(11, 3, 3, 2, 1, 1)",0,21,FALSE
"(6, 4, 4, 3, 2, 1, 1)",0,21,FALSE
"(5, 5, 4, 3, 2, 1, 1)",6,21,FALSE
"(10, 4, 3, 2, 1, 1)",1,21,FALSE
"(9, 5, 3, 2, 1, 1)",6,21,FALSE
"(8, 6, 3, 2, 1, 1)",3,21,FALSE
"(7, 7, 3, 2, 1, 1)",2,21,FALSE
"(14, 3, 2, 1, 1)",0,21,FALSE
"(5, 4, 4, 4, 2, 1, 1)",2,21,FALSE
"(9, 4, 4, 2, 1, 1)",2,21,FALSE
"(8, 5, 4, 2, 1, 1)",4,21,FALSE
"(7, 6, 4, 2, 1, 1)",8,21,FALSE
"(13, 4, 2, 1, 1)",4,21,FALSE
"(7, 5, 5, 2, 1, 1)",2,21,FALSE
"(6, 6, 5, 2, 1, 1)",1,21,FALSE
"(12, 5, 2, 1, 1)",7,21,FALSE
"(11, 6, 2, 1, 1)",4,21,FALSE
"(10, 7, 2, 1, 1)",7,21,FALSE
"(9, 8, 2, 1, 1)",3,21,FALSE
"(17, 2, 1, 1)",0,21,FALSE
"(4, 3, 3, 3, 3, 3, 1, 1)",3,21,FALSE
"(7, 3, 3, 3, 3, 1, 1)",1,21,FALSE
"(6, 4, 3, 3, 3, 1, 1)",2,21,FALSE
"(5, 5, 3, 3, 3, 1, 1)",1,21,FALSE
"(10, 3, 3, 3, 1, 1)",3,21,FALSE
"(5, 4, 4, 3, 3, 1, 1)",1,21,FALSE
"(9, 4, 3, 3, 1, 1)",6,21,FALSE
"(8, 5, 3, 3, 1, 1)",6,21,FALSE
"(7, 6, 3, 3, 1, 1)",2,21,FALSE
"(13, 3, 3, 1, 1)",1,21,FALSE
"(4, 4, 4, 4, 3, 1, 1)",4,21,FALSE
"(8, 4, 4, 3, 1, 1)",3,21,FALSE
"(7, 5, 4, 3, 1, 1)",0,21,FALSE
"(6, 6, 4, 3, 1, 1)",3,21,FALSE
"(12, 4, 3, 1, 1)",0,21,FALSE
"(6, 5, 5, 3, 1, 1)",3,21,FALSE
"(11, 5, 3, 1, 1)",5,21,FALSE
"(10, 6, 3, 1, 1)",6,21,FALSE
"(9, 7, 3, 1, 1)",3,21,FALSE
"(8, 8, 3, 1, 1)",4,21,FALSE
"(16, 3, 1, 1)",3,21,FALSE
"(7, 4, 4, 4, 1, 1)",5,21,FALSE
"(6, 5, 4, 4, 1, 1)",3,21,FALSE
"(11, 4, 4, 1, 1)",5,21,FALSE
"(5, 5, 5, 4, 1, 1)",1,21,FALSE
"(10, 5, 4, 1, 1)",7,21,FALSE
"(9, 6, 4, 1, 1)",4,21,FALSE
"(8, 7, 4, 1, 1)",0,21,FALSE
"(15, 4, 1, 1)",4,21,FALSE
"(9, 5, 5, 1, 1)",1,21,FALSE
"(8, 6, 5, 1, 1)",0,21,FALSE
"(7, 7, 5, 1, 1)",1,21,FALSE
"(14, 5, 1, 1)",4,21,FALSE
"(7, 6, 6, 1, 1)",2,21,FALSE
"(13, 6, 1, 1)",4,21,FALSE
"(12, 7, 1, 1)",4,21,FALSE
"(11, 8, 1, 1)",4,21,FALSE
"(10, 9, 1, 1)",3,21,FALSE
"(19, 1, 1)",1,21,FALSE
"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1)",4,21,FALSE
"(4, 2, 2, 2, 2, 2, 2, 2, 2, 1)",3,21,FALSE
"(3, 3, 2, 2, 2, 2, 2, 2, 2, 1)",2,21,FALSE
"(6, 2, 2, 2, 2, 2, 2, 2, 1)",2,21,FALSE
"(5, 3, 2, 2, 2, 2, 2, 2, 1)",3,21,FALSE
"(4, 4, 2, 2, 2, 2, 2, 2, 1)",4,21,FALSE
"(8, 2, 2, 2, 2, 2, 2, 1)",3,21,FALSE
"(4, 3, 3, 2, 2, 2, 2, 2, 1)",4,21,FALSE
"(7, 3, 2, 2, 2, 2, 2, 1)",0,21,FALSE
"(6, 4, 2, 2, 2, 2, 2, 1)",3,21,FALSE
"(5, 5, 2, 2, 2, 2, 2, 1)",2,21,FALSE
"(10, 2, 2, 2, 2, 2, 1)",2,21,FALSE
"(3, 3, 3, 3, 2, 2, 2, 2, 1)",1,21,FALSE
"(6, 3, 3, 2, 2, 2, 2, 1)",3,21,FALSE
"(5, 4, 3, 2, 2, 2, 2, 1)",2,21,FALSE
"(9, 3, 2, 2, 2, 2, 1)",3,21,FALSE
"(4, 4, 4, 2, 2, 2, 2, 1)",3,21,FALSE
"(8, 4, 2, 2, 2, 2, 1)",1,21,FALSE
"(7, 5, 2, 2, 2, 2, 1)",1,21,FALSE
"(6, 6, 2, 2, 2, 2, 1)",4,21,FALSE
"(12, 2, 2, 2, 2, 1)",3,21,FALSE
"(5, 3, 3, 3, 2, 2, 2, 1)",0,21,FALSE
"(4, 4, 3, 3, 2, 2, 2, 1)",3,21,FALSE
"(8, 3, 3, 2, 2, 2, 1)",0,21,FALSE
"(7, 4, 3, 2, 2, 2, 1)",3,21,FALSE
"(6, 5, 3, 2, 2, 2, 1)",2,21,FALSE
"(11, 3, 2, 2, 2, 1)",0,21,FALSE
"(6, 4, 4, 2, 2, 2, 1)",2,21,FALSE
"(5, 5, 4, 2, 2, 2, 1)",6,21,FALSE
"(10, 4, 2, 2, 2, 1)",3,21,FALSE
"(9, 5, 2, 2, 2, 1)",0,21,FALSE
"(8, 6, 2, 2, 2, 1)",3,21,FALSE
"(7, 7, 2, 2, 2, 1)",2,21,FALSE
"(14, 2, 2, 2, 1)",2,21,FALSE
"(4, 3, 3, 3, 3, 2, 2, 1)",3,21,FALSE
"(7, 3, 3, 3, 2, 2, 1)",4,21,FALSE
"(6, 4, 3, 3, 2, 2, 1)",8,21,FALSE
"(5, 5, 3, 3, 2, 2, 1)",6,21,FALSE
"(10, 3, 3, 2, 2, 1)",3,21,FALSE
"(5, 4, 4, 3, 2, 2, 1)",2,21,FALSE
"(9, 4, 3, 2, 2, 1)",2,21,FALSE
"(8, 5, 3, 2, 2, 1)",3,21,FALSE
"(7, 6, 3, 2, 2, 1)",2,21,FALSE
"(13, 3, 2, 2, 1)",4,21,FALSE
"(4, 4, 4, 4, 2, 2, 1)",4,21,FALSE
"(8, 4, 4, 2, 2, 1)",3,21,FALSE
"(7, 5, 4, 2, 2, 1)",5,21,FALSE
"(6, 6, 4, 2, 2, 1)",3,21,FALSE
"(12, 4, 2, 2, 1)",1,21,FALSE
"(6, 5, 5, 2, 2, 1)",0,21,FALSE
"(11, 5, 2, 2, 1)",2,21,FALSE
"(10, 6, 2, 2, 1)",1,21,FALSE
"(9, 7, 2, 2, 1)",1,21,FALSE
"(8, 8, 2, 2, 1)",4,21,FALSE
"(16, 2, 2, 1)",3,21,FALSE
"(3, 3, 3, 3, 3, 3, 2, 1)",2,21,FALSE
"(6, 3, 3, 3, 3, 2, 1)",0,21,FALSE
"(5, 4, 3, 3, 3, 2, 1)",1,21,FALSE
"(9, 3, 3, 3, 2, 1)",0,21,FALSE
"(4, 4, 4, 3, 3, 2, 1)",4,21,FALSE
"(8, 4, 3, 3, 2, 1)",5,21,FALSE
"(7, 5, 3, 3, 2, 1)",0,21,FALSE
"(6, 6, 3, 3, 2, 1)",3,21,FALSE
"(12, 3, 3, 2, 1)",0,21,FALSE
"(7, 4, 4, 3, 2, 1)",6,21,FALSE
"(6, 5, 4, 3, 2, 1)",0,21,FALSE
"(11, 4, 3, 2, 1)",1,21,FALSE
"(5, 5, 5, 3, 2, 1)",4,21,FALSE
"(10, 5, 3, 2, 1)",1,21,FALSE
"(9, 6, 3, 2, 1)",2,21,FALSE
"(8, 7, 3, 2, 1)",2,21,FALSE
"(15, 3, 2, 1)",0,21,FALSE
"(6, 4, 4, 4, 2, 1)",3,21,FALSE
"(5, 5, 4, 4, 2, 1)",2,21,FALSE
"(10, 4, 4, 2, 1)",2,21,FALSE
"(9, 5, 4, 2, 1)",2,21,FALSE
"(8, 6, 4, 2, 1)",1,21,FALSE
"(7, 7, 4, 2, 1)",1,21,FALSE
"(14, 4, 2, 1)",3,21,FALSE
"(8, 5, 5, 2, 1)",0,21,FALSE
"(7, 6, 5, 2, 1)",1,21,FALSE
"(13, 5, 2, 1)",0,21,FALSE
"(6, 6, 6, 2, 1)",2,21,FALSE
"(12, 6, 2, 1)",3,21,FALSE
"(11, 7, 2, 1)",0,21,FALSE
"(10, 8, 2, 1)",3,21,FALSE
"(9, 9, 2, 1)",2,21,FALSE
"(18, 2, 1)",2,21,FALSE
"(5, 3, 3, 3, 3, 3, 1)",2,21,FALSE
"(4, 4, 3, 3, 3, 3, 1)",0,21,FALSE
"(8, 3, 3, 3, 3, 1)",3,21,FALSE
"(7, 4, 3, 3, 3, 1)",2,21,FALSE
"(6, 5, 3, 3, 3, 1)",0,21,FALSE
"(11, 3, 3, 3, 1)",5,21,FALSE
"(6, 4, 4, 3, 3, 1)",3,21,FALSE
"(5, 5, 4, 3, 3, 1)",5,21,FALSE
"(10, 4, 3, 3, 1)",2,21,FALSE
"(9, 5, 3, 3, 1)",2,21,FALSE
"(8, 6, 3, 3, 1)",5,21,FALSE
"(7, 7, 3, 3, 1)",1,21,FALSE
"(14, 3, 3, 1)",3,21,FALSE
"(5, 4, 4, 4, 3, 1)",0,21,FALSE
"(9, 4, 4, 3, 1)",1,21,FALSE
"(8, 5, 4, 3, 1)",6,21,FALSE
"(7, 6, 4, 3, 1)",2,21,FALSE
"(13, 4, 3, 1)",0,21,FALSE
"(7, 5, 5, 3, 1)",1,21,FALSE
"(6, 6, 5, 3, 1)",0,21,FALSE
"(12, 5, 3, 1)",4,21,FALSE
"(11, 6, 3, 1)",7,21,FALSE
"(10, 7, 3, 1)",5,21,FALSE
"(9, 8, 3, 1)",4,21,FALSE
"(17, 3, 1)",2,21,FALSE
"(4, 4, 4, 4, 4, 1)",3,21,FALSE
"(8, 4, 4, 4, 1)",1,21,FALSE
"(7, 5, 4, 4, 1)",2,21,FALSE
"(6, 6, 4, 4, 1)",4,21,FALSE
"(12, 4, 4, 1)",3,21,FALSE
"(6, 5, 5, 4, 1)",0,21,FALSE
"(11, 5, 4, 1)",3,21,FALSE
"(10, 6, 4, 1)",0,21,FALSE
"(9, 7, 4, 1)",4,21,FALSE
"(8, 8, 4, 1)",3,21,FALSE
"(16, 4, 1)",1,21,FALSE
"(5, 5, 5, 5, 1)",1,21,FALSE
"(10, 5, 5, 1)",3,21,FALSE
"(9, 6, 5, 1)",4,21,FALSE
"(8, 7, 5, 1)",3,21,FALSE
"(15, 5, 1)",2,21,FALSE
"(8, 6, 6, 1)",3,21,FALSE
"(7, 7, 6, 1)",0,21,FALSE
"(14, 6, 1)",1,21,FALSE
"(13, 7, 1)",2,21,FALSE
"(12, 8, 1)",1,21,FALSE
"(11, 9, 1)",1,21,FALSE
"(10, 10, 1)",4,21,FALSE
"(20, 1)",3,21,FALSE
"(3, 2, 2, 2, 2, 2, 2, 2, 2, 2)",4,21,FALSE
"(5, 2, 2, 2, 2, 2, 2, 2, 2)",1,21,FALSE
"(4, 3, 2, 2, 2, 2, 2, 2, 2)",2,21,FALSE
"(7, 2, 2, 2, 2, 2, 2, 2)",0,21,FALSE
"(3, 3, 3, 2, 2, 2, 2, 2, 2)",1,21,FALSE
"(6, 3, 2, 2, 2, 2, 2, 2)",3,21,FALSE
"(5, 4, 2, 2, 2, 2, 2, 2)",4,21,FALSE
"(9, 2, 2, 2, 2, 2, 2)",1,21,FALSE
"(5, 3, 3, 2, 2, 2, 2, 2)",4,21,FALSE
"(4, 4, 3, 2, 2, 2, 2, 2)",0,21,FALSE
"(8, 3, 2, 2, 2, 2, 2)",5,21,FALSE
"(7, 4, 2, 2, 2, 2, 2)",2,21,FALSE
"(6, 5, 2, 2, 2, 2, 2)",2,21,FALSE
"(11, 2, 2, 2, 2, 2)",0,21,FALSE
"(4, 3, 3, 3, 2, 2, 2, 2)",3,21,FALSE
"(7, 3, 3, 2, 2, 2, 2)",1,21,FALSE
"(6, 4, 3, 2, 2, 2, 2)",2,21,FALSE
"(5, 5, 3, 2, 2, 2, 2)",1,21,FALSE
"(10, 3, 2, 2, 2, 2)",3,21,FALSE
"(5, 4, 4, 2, 2, 2, 2)",1,21,FALSE
"(9, 4, 2, 2, 2, 2)",0,21,FALSE
"(8, 5, 2, 2, 2, 2)",3,21,FALSE
"(7, 6, 2, 2, 2, 2)",4,21,FALSE
"(13, 2, 2, 2, 2)",1,21,FALSE
"(3, 3, 3, 3, 3, 2, 2, 2)",2,21,FALSE
"(6, 3, 3, 3, 2, 2, 2)",0,21,FALSE
"(5, 4, 3, 3, 2, 2, 2)",1,21,FALSE
"(9, 3, 3, 2, 2, 2)",0,21,FALSE
"(4, 4, 4, 3, 2, 2, 2)",2,21,FALSE
"(8, 4, 3, 2, 2, 2)",3,21,FALSE
"(7, 5, 3, 2, 2, 2)",0,21,FALSE
"(6, 6, 3, 2, 2, 2)",0,21,FALSE
"(12, 3, 2, 2, 2)",5,21,FALSE
"(7, 4, 4, 2, 2, 2)",4,21,FALSE
"(6, 5, 4, 2, 2, 2)",3,21,FALSE
"(11, 4, 2, 2, 2)",2,21,FALSE
"(5, 5, 5, 2, 2, 2)",4,21,FALSE
"(10, 5, 2, 2, 2)",1,21,FALSE
"(9, 6, 2, 2, 2)",2,21,FALSE
"(8, 7, 2, 2, 2)",2,21,FALSE
"(15, 2, 2, 2)",0,21,FALSE
"(5, 3, 3, 3, 3, 2, 2)",1,21,FALSE
"(4, 4, 3, 3, 3, 2, 2)",4,21,FALSE
"(8, 3, 3, 3, 2, 2)",3,21,FALSE
"(7, 4, 3, 3, 2, 2)",0,21,FALSE
"(6, 5, 3, 3, 2, 2)",3,21,FALSE
"(11, 3, 3, 2, 2)",1,21,FALSE
"(6, 4, 4, 3, 2, 2)",3,21,FALSE
"(5, 5, 4, 3, 2, 2)",2,21,FALSE
"(10, 4, 3, 2, 2)",4,21,FALSE
"(9, 5, 3, 2, 2)",5,21,FALSE
"(8, 6, 3, 2, 2)",0,21,FALSE
"(7, 7, 3, 2, 2)",1,21,FALSE
"(14, 3, 2, 2)",3,21,FALSE
"(5, 4, 4, 4, 2, 2)",4,21,FALSE
"(9, 4, 4, 2, 2)",1,21,FALSE
"(8, 5, 4, 2, 2)",5,21,FALSE
"(7, 6, 4, 2, 2)",6,21,FALSE
"(13, 4, 2, 2)",0,21,FALSE
"(7, 5, 5, 2, 2)",1,21,FALSE
"(6, 6, 5, 2, 2)",7,21,FALSE
"(12, 5, 2, 2)",3,21,FALSE
"(11, 6, 2, 2)",0,21,FALSE
"(10, 7, 2, 2)",3,21,FALSE
"(9, 8, 2, 2)",4,21,FALSE
"(17, 2, 2)",1,21,FALSE
"(4, 3, 3, 3, 3, 3, 2)",0,21,FALSE
"(7, 3, 3, 3, 3, 2)",4,21,FALSE
"(6, 4, 3, 3, 3, 2)",1,21,FALSE
"(5, 5, 3, 3, 3, 2)",7,21,FALSE
"(10, 3, 3, 3, 2)",0,21,FALSE
"(5, 4, 4, 3, 3, 2)",0,21,FALSE
"(9, 4, 3, 3, 2)",2,21,FALSE
"(8, 5, 3, 3, 2)",1,21,FALSE
"(7, 6, 3, 3, 2)",6,21,FALSE
"(13, 3, 3, 2)",4,21,FALSE
"(4, 4, 4, 4, 3, 2)",0,21,FALSE
"(8, 4, 4, 3, 2)",4,21,FALSE
"(7, 5, 4, 3, 2)",6,21,FALSE
"(6, 6, 4, 3, 2)",2,21,FALSE
"(12, 4, 3, 2)",3,21,FALSE
"(6, 5, 5, 3, 2)",5,21,FALSE
"(11, 5, 3, 2)",4,21,FALSE
"(10, 6, 3, 2)",7,21,FALSE
"(9, 7, 3, 2)",0,21,FALSE
"(8, 8, 3, 2)",0,21,FALSE
"(16, 3, 2)",5,21,FALSE
"(7, 4, 4, 4, 2)",2,21,FALSE
"(6, 5, 4, 4, 2)",2,21,FALSE
"(11, 4, 4, 2)",5,21,FALSE
"(5, 5, 5, 4, 2)",0,21,FALSE
"(10, 5, 4, 2)",4,21,FALSE
"(9, 6, 4, 2)",5,21,FALSE
"(8, 7, 4, 2)",3,21,FALSE
"(15, 4, 2)",2,21,FALSE
"(9, 5, 5, 2)",0,21,FALSE
"(8, 6, 5, 2)",3,21,FALSE
"(7, 7, 5, 2)",4,21,FALSE
"(14, 5, 2)",1,21,FALSE
"(7, 6, 6, 2)",0,21,FALSE
"(13, 6, 2)",2,21,FALSE
"(12, 7, 2)",1,21,FALSE
"(11, 8, 2)",2,21,FALSE
"(10, 9, 2)",2,21,FALSE
"(19, 2)",0,21,FALSE
"(3, 3, 3, 3, 3, 3, 3)",1,21,FALSE
"(6, 3, 3, 3, 3, 3)",3,21,FALSE
"(5, 4, 3, 3, 3, 3)",2,21,FALSE
"(9, 3, 3, 3, 3)",1,21,FALSE
"(4, 4, 4, 3, 3, 3)",3,21,FALSE
"(8, 4, 3, 3, 3)",7,21,FALSE
"(7, 5, 3, 3, 3)",3,21,FALSE
"(6, 6, 3, 3, 3)",4,21,FALSE
"(12, 3, 3, 3)",3,21,FALSE
"(7, 4, 4, 3, 3)",1,21,FALSE
"(6, 5, 4, 3, 3)",4,21,FALSE
"(11, 4, 3, 3)",0,21,FALSE
"(5, 5, 5, 3, 3)",1,21,FALSE
"(10, 5, 3, 3)",3,21,FALSE
"(9, 6, 3, 3)",4,21,FALSE
"(8, 7, 3, 3)",3,21,FALSE
"(15, 3, 3)",1,21,FALSE
"(6, 4, 4, 4, 3)",1,21,FALSE
"(5, 5, 4, 4, 3)",0,21,FALSE
"(10, 4, 4, 3)",3,21,FALSE
"(9, 5, 4, 3)",0,21,FALSE
"(8, 6, 4, 3)",3,21,FALSE
"(7, 7, 4, 3)",2,21,FALSE
"(14, 4, 3)",7,21,FALSE
"(8, 5, 5, 3)",3,21,FALSE
"(7, 6, 5, 3)",4,21,FALSE
"(13, 5, 3)",5,21,FALSE
"(6, 6, 6, 3)",3,21,FALSE
"(12, 6, 3)",4,21,FALSE
"(11, 7, 3)",4,21,FALSE
"(10, 8, 3)",0,21,FALSE
"(9, 9, 3)",1,21,FALSE
"(18, 3)",3,21,FALSE
"(5, 4, 4, 4, 4)",1,21,FALSE
"(9, 4, 4, 4)",0,21,FALSE
"(8, 5, 4, 4)",3,21,FALSE
"(7, 6, 4, 4)",4,21,FALSE
"(13, 4, 4)",1,21,FALSE
"(7, 5, 5, 4)",4,21,FALSE
"(6, 6, 5, 4)",0,21,FALSE
"(12, 5, 4)",1,21,FALSE
"(11, 6, 4)",2,21,FALSE
"(10, 7, 4)",1,21,FALSE
"(9, 8, 4)",1,21,FALSE
"(17, 4)",0,21,FALSE
"(6, 5, 5, 5)",3,21,FALSE
"(11, 5, 5)",1,21,FALSE
"(10, 6, 5)",1,21,FALSE
"(9, 7, 5)",3,21,FALSE
"(8, 8, 5)",2,21,FALSE
"(16, 5)",3,21,FALSE
"(9, 6, 6)",1,21,FALSE
"(8, 7, 6)",2,21,FALSE
"(15, 6)",0,21,FALSE
"(7, 7, 7)",1,21,FALSE
"(14, 7)",3,21,FALSE
"(13, 8)",0,21,FALSE
"(12, 9)",3,21,FALSE
"(11, 10)",4,21,FALSE
"(21,)",1,21,FALSE
"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22,FALSE
"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22,FALSE
"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22,FALSE
"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22,FALSE
"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22,FALSE
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6,22,FALSE
"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22,FALSE
"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22,FALSE
"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22,FALSE
"(4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22,FALSE
"(7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22,FALSE
"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22,FALSE
"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22,FALSE
