,sg_value,integer
"(7, 2, 2, 2, 2, 2, 2, 1, 1)",1,21
"(3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",0,21
"(6, 3, 2, 2, 2, 2, 2, 1, 1)",7,21
"(5, 4, 2, 2, 2, 2, 2, 1, 1)",1,21
"(9, 2, 2, 2, 2, 2, 1, 1)",0,21
"(5, 3, 3, 2, 2, 2, 2, 1, 1)",3,21
"(4, 4, 3, 2, 2, 2, 2, 1, 1)",0,21
"(8, 3, 2, 2, 2, 2, 1, 1)",3,21
"(7, 4, 2, 2, 2, 2, 1, 1)",6,21
"(6, 5, 2, 2, 2, 2, 1, 1)",3,21
"(11, 2, 2, 2, 2, 1, 1)",1,21
"(4, 3, 3, 3, 2, 2, 2, 1, 1)",4,21
"(7, 3, 3, 2, 2, 2, 1, 1)",6,21
"(6, 4, 3, 2, 2, 2, 1, 1)",3,21
"(5, 5, 3, 2, 2, 2, 1, 1)",0,21
"(10, 3, 2, 2, 2, 1, 1)",7,21
"(5, 4, 4, 2, 2, 2, 1, 1)",5,21
"(9, 4, 2, 2, 2, 1, 1)",4,21
"(8, 5, 2, 2, 2, 1, 1)",7,21
"(7, 6, 2, 2, 2, 1, 1)",1,21
"(13, 2, 2, 2, 1, 1)",0,21
"(3, 3, 3, 3, 3, 2, 2, 1, 1)",3,21
"(6, 3, 3, 3, 2, 2, 1, 1)",4,21
"(5, 4, 3, 3, 2, 2, 1, 1)",1,21
"(9, 3, 3, 2, 2, 1, 1)",1,21
"(4, 4, 4, 3, 2, 2, 1, 1)",3,21
"(8, 4, 3, 2, 2, 1, 1)",2,21
"(7, 5, 3, 2, 2, 1, 1)",1,21
"(6, 6, 3, 2, 2, 1, 1)",0,21
"(12, 3, 2, 2, 1, 1)",3,21
"(7, 4, 4, 2, 2, 1, 1)",6,21
"(6, 5, 4, 2, 2, 1, 1)",0,21
"(11, 4, 2, 2, 1, 1)",9,21
"(5, 5, 5, 2, 2, 1, 1)",3,21
"(10, 5, 2, 2, 1, 1)",0,21
"(9, 6, 2, 2, 1, 1)",6,21
"(8, 7, 2, 2, 1, 1)",3,21
"(15, 2, 2, 1, 1)",1,21
"(5, 3, 3, 3, 3, 2, 1, 1)",0,21
"(4, 4, 3, 3, 3, 2, 1, 1)",3,21
"(8, 3, 3, 3, 2, 1, 1)",0,21
"(7, 4, 3, 3, 2, 1, 1)",4,21
"(6, 5, 3, 3, 2, 1, 1)",5,21
"(11, 3, 3, 2, 1, 1)",0,21
"(6, 4, 4, 3, 2, 1, 1)",0,21
"(5, 5, 4, 3, 2, 1, 1)",6,21
"(10, 4, 3, 2, 1, 1)",1,21
"(9, 5, 3, 2, 1, 1)",6,21
"(8, 6, 3, 2, 1, 1)",3,21
"(7, 7, 3, 2, 1, 1)",2,21
"(14, 3, 2, 1, 1)",0,21
"(5, 4, 4, 4, 2, 1, 1)",2,21
"(9, 4, 4, 2, 1, 1)",2,21
"(8, 5, 4, 2, 1, 1)",4,21
"(7, 6, 4, 2, 1, 1)",8,21
"(13, 4, 2, 1, 1)",4,21
"(7, 5, 5, 2, 1, 1)",2,21
"(6, 6, 5, 2, 1, 1)",1,21
"(12, 5, 2, 1, 1)",7,21
"(11, 6, 2, 1, 1)",4,21
"(10, 7, 2, 1, 1)",7,21
"(9, 8, 2, 1, 1)",3,21
"(17, 2, 1, 1)",0,21
"(4, 3, 3, 3, 3, 3, 1, 1)",3,21
"(7, 3, 3, 3, 3, 1, 1)",1,21
"(6, 4, 3, 3, 3, 1, 1)",2,21
"(5, 5, 3, 3, 3, 1, 1)",1,21
"(10, 3, 3, 3, 1, 1)",3,21
"(5, 4, 4, 3, 3, 1, 1)",1,21
"(9, 4, 3, 3, 1, 1)",6,21
"(8, 5, 3, 3, 1, 1)",6,21
"(7, 6, 3, 3, 1, 1)",2,21
"(13, 3, 3, 1, 1)",1,21
"(4, 4, 4, 4, 3, 1, 1)",4,21
"(8, 4, 4, 3, 1, 1)",3,21
"(7, 5, 4, 3, 1, 1)",0,21
"(6, 6, 4, 3, 1, 1)",3,21
"(12, 4, 3, 1, 1)",0,21
"(6, 5, 5, 3, 1, 1)",3,21
"(11, 5, 3, 1, 1)",5,21
"(10, 6, 3, 1, 1)",6,21
"(9, 7, 3, 1, 1)",3,21
"(8, 8, 3, 1, 1)",4,21
"(16, 3, 1, 1)",3,21
"(7, 4, 4, 4, 1, 1)",5,21
"(6, 5, 4, 4, 1, 1)",3,21
"(11, 4, 4, 1, 1)",5,21
"(5, 5, 5, 4, 1, 1)",1,21
"(10, 5, 4, 1, 1)",7,21
"(9, 6, 4, 1, 1)",4,21
"(8, 7, 4, 1, 1)",0,21
"(15, 4, 1, 1)",4,21
"(9, 5, 5, 1, 1)",1,21
"(8, 6, 5, 1, 1)",0,21
"(7, 7, 5, 1, 1)",1,21
"(14, 5, 1, 1)",4,21
"(7, 6, 6, 1, 1)",2,21
"(13, 6, 1, 1)",4,21
"(12, 7, 1, 1)",4,21
"(11, 8, 1, 1)",4,21
"(10, 9, 1, 1)",3,21
"(19, 1, 1)",1,21
"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1)",4,21
"(4, 2, 2, 2, 2, 2, 2, 2, 2, 1)",3,21
"(3, 3, 2, 2, 2, 2, 2, 2, 2, 1)",2,21
"(6, 2, 2, 2, 2, 2, 2, 2, 1)",2,21
"(5, 3, 2, 2, 2, 2, 2, 2, 1)",3,21
"(4, 4, 2, 2, 2, 2, 2, 2, 1)",4,21
"(8, 2, 2, 2, 2, 2, 2, 1)",3,21
"(4, 3, 3, 2, 2, 2, 2, 2, 1)",4,21
"(7, 3, 2, 2, 2, 2, 2, 1)",0,21
"(6, 4, 2, 2, 2, 2, 2, 1)",3,21
"(5, 5, 2, 2, 2, 2, 2, 1)",2,21
"(10, 2, 2, 2, 2, 2, 1)",2,21
"(3, 3, 3, 3, 2, 2, 2, 2, 1)",1,21
"(6, 3, 3, 2, 2, 2, 2, 1)",3,21
"(5, 4, 3, 2, 2, 2, 2, 1)",2,21
"(9, 3, 2, 2, 2, 2, 1)",3,21
"(4, 4, 4, 2, 2, 2, 2, 1)",3,21
"(8, 4, 2, 2, 2, 2, 1)",1,21
"(7, 5, 2, 2, 2, 2, 1)",1,21
"(6, 6, 2, 2, 2, 2, 1)",4,21
"(12, 2, 2, 2, 2, 1)",3,21
"(5, 3, 3, 3, 2, 2, 2, 1)",0,21
"(4, 4, 3, 3, 2, 2, 2, 1)",3,21
"(8, 3, 3, 2, 2, 2, 1)",0,21
"(7, 4, 3, 2, 2, 2, 1)",3,21
"(6, 5, 3, 2, 2, 2, 1)",2,21
"(11, 3, 2, 2, 2, 1)",0,21
"(6, 4, 4, 2, 2, 2, 1)",2,21
"(5, 5, 4, 2, 2, 2, 1)",6,21
"(10, 4, 2, 2, 2, 1)",3,21
"(9, 5, 2, 2, 2, 1)",0,21
"(8, 6, 2, 2, 2, 1)",3,21
"(7, 7, 2, 2, 2, 1)",2,21
"(14, 2, 2, 2, 1)",2,21
"(4, 3, 3, 3, 3, 2, 2, 1)",3,21
"(7, 3, 3, 3, 2, 2, 1)",4,21
"(6, 4, 3, 3, 2, 2, 1)",8,21
"(5, 5, 3, 3, 2, 2, 1)",6,21
"(10, 3, 3, 2, 2, 1)",3,21
"(5, 4, 4, 3, 2, 2, 1)",2,21
"(9, 4, 3, 2, 2, 1)",2,21
"(8, 5, 3, 2, 2, 1)",3,21
"(7, 6, 3, 2, 2, 1)",2,21
"(13, 3, 2, 2, 1)",4,21
"(4, 4, 4, 4, 2, 2, 1)",4,21
"(8, 4, 4, 2, 2, 1)",3,21
"(7, 5, 4, 2, 2, 1)",5,21
"(6, 6, 4, 2, 2, 1)",3,21
"(12, 4, 2, 2, 1)",1,21
"(6, 5, 5, 2, 2, 1)",0,21
"(11, 5, 2, 2, 1)",2,21
"(10, 6, 2, 2, 1)",1,21
"(9, 7, 2, 2, 1)",1,21
"(8, 8, 2, 2, 1)",4,21
"(16, 2, 2, 1)",3,21
"(3, 3, 3, 3, 3, 3, 2, 1)",2,21
"(6, 3, 3, 3, 3, 2, 1)",0,21
"(5, 4, 3, 3, 3, 2, 1)",1,21
"(9, 3, 3, 3, 2, 1)",0,21
"(4, 4, 4, 3, 3, 2, 1)",4,21
"(8, 4, 3, 3, 2, 1)",5,21
"(7, 5, 3, 3, 2, 1)",0,21
"(6, 6, 3, 3, 2, 1)",3,21
"(12, 3, 3, 2, 1)",0,21
"(7, 4, 4, 3, 2, 1)",6,21
"(6, 5, 4, 3, 2, 1)",0,21
"(11, 4, 3, 2, 1)",1,21
"(5, 5, 5, 3, 2, 1)",4,21
"(10, 5, 3, 2, 1)",1,21
"(9, 6, 3, 2, 1)",2,21
"(8, 7, 3, 2, 1)",2,21
"(15, 3, 2, 1)",0,21
"(6, 4, 4, 4, 2, 1)",3,21
"(5, 5, 4, 4, 2, 1)",2,21
"(10, 4, 4, 2, 1)",2,21
"(9, 5, 4, 2, 1)",2,21
"(8, 6, 4, 2, 1)",1,21
"(7, 7, 4, 2, 1)",1,21
"(14, 4, 2, 1)",3,21
"(8, 5, 5, 2, 1)",0,21
"(7, 6, 5, 2, 1)",1,21
"(13, 5, 2, 1)",0,21
"(6, 6, 6, 2, 1)",2,21
"(12, 6, 2, 1)",3,21
"(11, 7, 2, 1)",0,21
"(10, 8, 2, 1)",3,21
"(9, 9, 2, 1)",2,21
"(18, 2, 1)",2,21
"(5, 3, 3, 3, 3, 3, 1)",2,21
"(4, 4, 3, 3, 3, 3, 1)",0,21
"(8, 3, 3, 3, 3, 1)",3,21
"(7, 4, 3, 3, 3, 1)",2,21
"(6, 5, 3, 3, 3, 1)",0,21
"(11, 3, 3, 3, 1)",5,21
"(6, 4, 4, 3, 3, 1)",3,21
"(5, 5, 4, 3, 3, 1)",5,21
"(10, 4, 3, 3, 1)",2,21
"(9, 5, 3, 3, 1)",2,21
"(8, 6, 3, 3, 1)",5,21
"(7, 7, 3, 3, 1)",1,21
"(14, 3, 3, 1)",3,21
"(5, 4, 4, 4, 3, 1)",0,21
"(9, 4, 4, 3, 1)",1,21
"(8, 5, 4, 3, 1)",6,21
"(7, 6, 4, 3, 1)",2,21
"(13, 4, 3, 1)",0,21
"(7, 5, 5, 3, 1)",1,21
"(6, 6, 5, 3, 1)",0,21
"(12, 5, 3, 1)",4,21
"(11, 6, 3, 1)",7,21
"(10, 7, 3, 1)",5,21
"(9, 8, 3, 1)",4,21
"(17, 3, 1)",2,21
"(4, 4, 4, 4, 4, 1)",3,21
"(8, 4, 4, 4, 1)",1,21
"(7, 5, 4, 4, 1)",2,21
"(6, 6, 4, 4, 1)",4,21
"(12, 4, 4, 1)",3,21
"(6, 5, 5, 4, 1)",0,21
"(11, 5, 4, 1)",3,21
"(10, 6, 4, 1)",0,21
"(9, 7, 4, 1)",4,21
"(8, 8, 4, 1)",3,21
"(16, 4, 1)",1,21
"(5, 5, 5, 5, 1)",1,21
"(10, 5, 5, 1)",3,21
"(9, 6, 5, 1)",4,21
"(8, 7, 5, 1)",3,21
"(15, 5, 1)",2,21
"(8, 6, 6, 1)",3,21
"(7, 7, 6, 1)",0,21
"(14, 6, 1)",1,21
"(13, 7, 1)",2,21
"(12, 8, 1)",1,21
"(11, 9, 1)",1,21
"(10, 10, 1)",4,21
"(20, 1)",3,21
"(3, 2, 2, 2, 2, 2, 2, 2, 2, 2)",4,21
"(5, 2, 2, 2, 2, 2, 2, 2, 2)",1,21
"(4, 3, 2, 2, 2, 2, 2, 2, 2)",2,21
"(7, 2, 2, 2, 2, 2, 2, 2)",0,21
"(3, 3, 3, 2, 2, 2, 2, 2, 2)",1,21
"(6, 3, 2, 2, 2, 2, 2, 2)",3,21
"(5, 4, 2, 2, 2, 2, 2, 2)",4,21
"(9, 2, 2, 2, 2, 2, 2)",1,21
"(5, 3, 3, 2, 2, 2, 2, 2)",4,21
"(4, 4, 3, 2, 2, 2, 2, 2)",0,21
"(8, 3, 2, 2, 2, 2, 2)",5,21
"(7, 4, 2, 2, 2, 2, 2)",2,21
"(6, 5, 2, 2, 2, 2, 2)",2,21
"(11, 2, 2, 2, 2, 2)",0,21
"(4, 3, 3, 3, 2, 2, 2, 2)",3,21
"(7, 3, 3, 2, 2, 2, 2)",1,21
"(6, 4, 3, 2, 2, 2, 2)",2,21
"(5, 5, 3, 2, 2, 2, 2)",1,21
"(10, 3, 2, 2, 2, 2)",3,21
"(5, 4, 4, 2, 2, 2, 2)",1,21
"(9, 4, 2, 2, 2, 2)",0,21
"(8, 5, 2, 2, 2, 2)",3,21
"(7, 6, 2, 2, 2, 2)",4,21
"(13, 2, 2, 2, 2)",1,21
"(3, 3, 3, 3, 3, 2, 2, 2)",2,21
"(6, 3, 3, 3, 2, 2, 2)",0,21
"(5, 4, 3, 3, 2, 2, 2)",1,21
"(9, 3, 3, 2, 2, 2)",0,21
"(4, 4, 4, 3, 2, 2, 2)",2,21
"(8, 4, 3, 2, 2, 2)",3,21
"(7, 5, 3, 2, 2, 2)",0,21
"(6, 6, 3, 2, 2, 2)",0,21
"(12, 3, 2, 2, 2)",5,21
"(7, 4, 4, 2, 2, 2)",4,21
"(6, 5, 4, 2, 2, 2)",3,21
"(11, 4, 2, 2, 2)",2,21
"(5, 5, 5, 2, 2, 2)",4,21
"(10, 5, 2, 2, 2)",1,21
"(9, 6, 2, 2, 2)",2,21
"(8, 7, 2, 2, 2)",2,21
"(15, 2, 2, 2)",0,21
"(5, 3, 3, 3, 3, 2, 2)",1,21
"(4, 4, 3, 3, 3, 2, 2)",4,21
"(8, 3, 3, 3, 2, 2)",3,21
"(7, 4, 3, 3, 2, 2)",0,21
"(6, 5, 3, 3, 2, 2)",3,21
"(11, 3, 3, 2, 2)",1,21
"(6, 4, 4, 3, 2, 2)",3,21
"(5, 5, 4, 3, 2, 2)",2,21
"(10, 4, 3, 2, 2)",4,21
"(9, 5, 3, 2, 2)",5,21
"(8, 6, 3, 2, 2)",0,21
"(7, 7, 3, 2, 2)",1,21
"(14, 3, 2, 2)",3,21
"(5, 4, 4, 4, 2, 2)",4,21
"(9, 4, 4, 2, 2)",1,21
"(8, 5, 4, 2, 2)",5,21
"(7, 6, 4, 2, 2)",6,21
"(13, 4, 2, 2)",0,21
"(7, 5, 5, 2, 2)",1,21
"(6, 6, 5, 2, 2)",7,21
"(12, 5, 2, 2)",3,21
"(11, 6, 2, 2)",0,21
"(10, 7, 2, 2)",3,21
"(9, 8, 2, 2)",4,21
"(17, 2, 2)",1,21
"(4, 3, 3, 3, 3, 3, 2)",0,21
"(7, 3, 3, 3, 3, 2)",4,21
"(6, 4, 3, 3, 3, 2)",1,21
"(5, 5, 3, 3, 3, 2)",7,21
"(10, 3, 3, 3, 2)",0,21
"(5, 4, 4, 3, 3, 2)",0,21
"(9, 4, 3, 3, 2)",2,21
"(8, 5, 3, 3, 2)",1,21
"(7, 6, 3, 3, 2)",6,21
"(13, 3, 3, 2)",4,21
"(4, 4, 4, 4, 3, 2)",0,21
"(8, 4, 4, 3, 2)",4,21
"(7, 5, 4, 3, 2)",6,21
"(6, 6, 4, 3, 2)",2,21
"(12, 4, 3, 2)",3,21
"(6, 5, 5, 3, 2)",5,21
"(11, 5, 3, 2)",4,21
"(10, 6, 3, 2)",7,21
"(9, 7, 3, 2)",0,21
"(8, 8, 3, 2)",0,21
"(16, 3, 2)",5,21
"(7, 4, 4, 4, 2)",2,21
"(6, 5, 4, 4, 2)",2,21
"(11, 4, 4, 2)",5,21
"(5, 5, 5, 4, 2)",0,21
"(10, 5, 4, 2)",4,21
"(9, 6, 4, 2)",5,21
"(8, 7, 4, 2)",3,21
"(15, 4, 2)",2,21
"(9, 5, 5, 2)",0,21
"(8, 6, 5, 2)",3,21
"(7, 7, 5, 2)",4,21
"(14, 5, 2)",1,21
"(7, 6, 6, 2)",0,21
"(13, 6, 2)",2,21
"(12, 7, 2)",1,21
"(11, 8, 2)",2,21
"(10, 9, 2)",2,21
"(19, 2)",0,21
"(3, 3, 3, 3, 3, 3, 3)",1,21
"(6, 3, 3, 3, 3, 3)",3,21
"(5, 4, 3, 3, 3, 3)",2,21
"(9, 3, 3, 3, 3)",1,21
"(4, 4, 4, 3, 3, 3)",3,21
"(8, 4, 3, 3, 3)",7,21
"(7, 5, 3, 3, 3)",3,21
"(6, 6, 3, 3, 3)",4,21
"(12, 3, 3, 3)",3,21
"(7, 4, 4, 3, 3)",1,21
"(6, 5, 4, 3, 3)",4,21
"(11, 4, 3, 3)",0,21
"(5, 5, 5, 3, 3)",1,21
"(10, 5, 3, 3)",3,21
"(9, 6, 3, 3)",4,21
"(8, 7, 3, 3)",3,21
"(15, 3, 3)",1,21
"(6, 4, 4, 4, 3)",1,21
"(5, 5, 4, 4, 3)",0,21
"(10, 4, 4, 3)",3,21
"(9, 5, 4, 3)",0,21
"(8, 6, 4, 3)",3,21
"(7, 7, 4, 3)",2,21
"(14, 4, 3)",7,21
"(8, 5, 5, 3)",3,21
"(7, 6, 5, 3)",4,21
"(13, 5, 3)",5,21
"(6, 6, 6, 3)",3,21
"(12, 6, 3)",4,21
"(11, 7, 3)",4,21
"(10, 8, 3)",0,21
"(9, 9, 3)",1,21
"(18, 3)",3,21
"(5, 4, 4, 4, 4)",1,21
"(9, 4, 4, 4)",0,21
"(8, 5, 4, 4)",3,21
"(7, 6, 4, 4)",4,21
"(13, 4, 4)",1,21
"(7, 5, 5, 4)",4,21
"(6, 6, 5, 4)",0,21
"(12, 5, 4)",1,21
"(11, 6, 4)",2,21
"(10, 7, 4)",1,21
"(9, 8, 4)",1,21
"(17, 4)",0,21
"(6, 5, 5, 5)",3,21
"(11, 5, 5)",1,21
"(10, 6, 5)",1,21
"(9, 7, 5)",3,21
"(8, 8, 5)",2,21
"(16, 5)",3,21
"(9, 6, 6)",1,21
"(8, 7, 6)",2,21
"(15, 6)",0,21
"(7, 7, 7)",1,21
"(14, 7)",3,21
"(13, 8)",0,21
"(12, 9)",3,21
"(11, 10)",4,21
"(21,)",1,21
"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6,22
"(6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(8, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(7, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(6, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(7, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4,22
"(6, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7,22
"(9, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(4, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(8, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(7, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(6, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(5, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7,22
"(4, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(8, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(4, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(7, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(6, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6,22
"(10, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(6, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(5, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(9, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(8, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(7, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(7, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6,22
"(6, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(5, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,22
"(9, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(5, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(4, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(8, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(7, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(6, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,22
"(11, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6,22
"(7, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(6, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,22
"(5, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,22
"(10, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
"(5, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6,22
"(9, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,22
